Index,Author,Title,Keyword,DOI,Venue,Year,CommunityOfFocus-BVI,CommunityOfFocus-DHH,CommunityOfFocus-IDD,CommunityOfFocus-MotorPhysical,CommunityOfFocus-Autism,CommunityOfFocus-Cognitive,CommunityOfFocus-OlderAdult,CommunityOfFocus-GeneralDisability,CommunityOfFocus-Other,IssueAddressed-IncreaseDigitalAccess,IssueAddressed-IncreasePhysicalAccess,IssueAddressed-IncreaseIndependence,IssueAddressed-IncreaseUnderstandingOfUsers,IssueAddressed-HelpWithPersonalInformaticsBehaviorChange,IssueAddressed-SupportCommunication,IssueAddressed-Other,ContributionType-Empirical,ContributionType-Artifact,ContributionType-Methodological,ContributionType-Theoretical,ContributionType-Dataset,ContributionType-SurveyContribution,StudyMethod-ControlledExperiment,StudyMethod-SurveyMethod,StudyMethod-UsabilityTesting,StudyMethod-Interviews,StudyMethod-CaseStudy,StudyMethod-FocusGroups,StudyMethod-FieldStudy,StudyMethod-WorkshopDesign,StudyMethod-Other,ParticipantGroup-OlderAdult,ParticipantGroup-PeopleWithDisability,ParticipantGroup-PeopleWithoutDisability,ParticipantGroup-TherapistsSpecialists,ParticipantGroup-Caregivers,ParticipantGroup-Other,ParticipantGroup-Other-Notes,ParticipantGroup-Other-Crowdworker,ParticipantGroup-NoUserStudy,StudyLocation-NearAtLab,StudyLocation-ParticipantsHomeOrFreqLoc,StudyLocation-NeutralLocation,StudyLocation-Unclear,StudyLocation-OnlineRemotely,StudyLocation-Other,StudyLocation-NoUserStudy,ParticipatoryDesign-Yes,ParticipatoryDesign-No,ComparesOnDisability-Yes,ComparesOnDisability-No,UsesProxies-Yes,UsesProxies-No,Total num Participants,NumParticipants-Group1-Count,NumParticipants-Group1-Population,NumParticipants-Group2-Count,NumParticipants-Group2-Population,NumParticipants-Group3-Count,NumParticipants-Group3-Population,NumParticipants-Group4-Count,NumParticipants-Group4-Population,NumParticipants-Group5-Count,NumParticipants-Group5-Population
46,"Raymond Fok, Harmanpreet Kaur, Skanda Palani, Martez Mott, Walter Lasecki",Towards More Robust Speech Interactions for Deaf and Hard of Hearing Users  ,"accessibility, automatic speech recognition, deaf and hard-of-hearing, deaf speech, human computation",10.1145/3234695.3236343,ASSETS,2018,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,turkers,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,unclear,Crowdworkers,0,0,0,0,0,0,0,0
47,Susumu Harada and Daisuke Sato and Dustin W. Adams and Sri Kurniawan and Hironobu Takagi and Chieko Asakawa,Accessible photo album enhancing the photo sharing experience for people with visual impairment,"audiophotography, blind, photo sharing, visual impairment",10.1145/2470654.2481292,CHI,2013,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,52,52,BVI,0,0,0,0,0,0,0,0
48,"Julia Galliers, Stephanie Wilson, Sam Muscroft, Jane Marshall, Abi Roper, Naomi Cocks, Tim Pring",Accessibility of 3D game environments for people with Aphasia an exploratory study,"3d games, accessible interaction design, aphasia, stroke, virtual environments",10.1145/2049536.2049562,ASSETS,2011,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,5,5,Cognitive,0,0,0,0,0,0,0,0
49,Jonathan Lazar and Jinjuan Feng and Tim Brooks and Genna Melamed and Brian Wentz and Jon Holman and Abiodun Olalere and Nnanna Ekedebe,The SoundsRight CAPTCHA an improved approach to audio human interaction proofs for blind users,"accessibility, audio CAPTCHA, blind users, evaluation, human interaction proof, security, web accessibility",10.1145/2207676.2208385,CHI,2012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,20,20,BVI,0,0,0,0,0,0,0,0
50,Oussama Metatla and Clare Cullen,"""Bursting the Assistance Bubble"": Designing Inclusive Technology with Children with Mixed Visual Abilities","children, co-design, education, inclusion, mixed abilities",10.1145/3173574.3173920,CHI,2018,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,54,12,BVI,9,NonDisabled,33,Teachers,0,0,0,0
51,Kenny Tsu Wei Choo and Rajesh Krishna Balan and Youngki Lee,Examining Augmented Virtuality Impairment Simulation for Mobile App Accessibility Design  ,"accessibility, augmented virtuality, empathetic design, mobile app design, virtual reality",10.1145/3290605.3300605,CHI,2019,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,Developers,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,14,4,Older Adult Disabled,10,Other-Developers,0,0,0,0,0,0
52,"Dustin Adams, Sri Kurniawan, Cynthia Herrera, Veronica Kang, Natalie Friedman",Blind Photographers and VizSnap A Long-Term Study,"accessibility., blind users, mobile, photography",10.1145/2982142.2982169,ASSETS,2016,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,13,13,BVI,0,0,0,0,0,0,0,0
53,"Kyle Rector, Lauren Milne, Richard Ladner, Batya Friedman, Julie Kientz",Exploring the Opportunities and Challenges with Exercise Technologies for People who are Blind or Low-Vision  ,"accessibility, audio feedback, exercise, exergames, eyes-free, health, value sensitive design, visual impairments",10.1145/2700648.2809846,ASSETS,2015,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,96,10,BVI,10,Specialists,76,NonDisabled,0,0,0,0
54,Hamilton A. Hernandez and T.C. Nicholas Graham and Darcy Fehlings and Lauren Switzer and Zi Ye and Quentin Bellay and Md Ameer Hamza and Cheryl Savery and Tadeusz Stach,Design of an exergaming station for children with cerebral palsy  ,"accessibility, exergame, exergaming station, exertion interface, video game design",10.1145/2207676.2208652,CHI,2012,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,8,8,Motor/Physical,0,0,0,0,0,0,0,0
55,Frederico da Rocha Tomé Filho and Pejman Mirza-Babaei and Bill Kapralos and Glaudiney Moreira Mendonça Junior,Let's Play Together Adaptation Guidelines of Board Games for Players with Visual Impairment,"accessibility, board games, guidelines, visual impairment",10.1145/3290605.3300861,CHI,2019,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,26,17,BVI,9,NonDisabled,0,0,0,0,0,0
56,Yuhang Zhao and Edward Cutrell and Christian Holz and Meredith Ringel Morris and Eyal Ofek and Andrew D. Wilson,SeeingVR A Set of Tools to Make Virtual Reality More Accessible to People with Low Vision,"accessibility, low vision, unity, virtual reality",10.1145/3290605.3300341,CHI,2019,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,Software developers,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,18,12,BVI,6,Other-Developers,0,0,0,0,0,0
57,Christopher Power and André Freire and Helen Petrie and David Swallow,Guidelines are only half of the story accessibility problems encountered by blind users on the web,"accessibility guidelines, blind users, user evaluation, web accessibility",10.1145/2207676.2207736,CHI,2012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,32,32,BVI,0,0,0,0,0,0,0,0
58,"Brandon Taylor, Anind Dey, Dan Siewiorek, Asim Smailagic",Customizable 3D Printed Tactile Maps as Interactive Overlays  ,"3d printing, tactile maps",10.1145/2982142.2982167,ASSETS,2016,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,15,15,BVI,0,0,0,0,0,0,0,0
59,"Luz Rello, Jeffrey Bigham",Good Background Colors for Readers A Study of People with and without Dyslexia,"background colors, dyslexia, readability, reading speed",10.1145/3132525.3132546,ASSETS,2017,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,341,252,NonDisabled,89,Cognitive,0,0,0,0,0,0
60,"Annuska Zolyomi, Anushree Shukla, Jaime Snyder",Technology-Mediated Sight A Case Study of Early Adopters of a Low Vision Assistive Technology,"assistive technology, head-mounted systems, low vision, qualitative research",10.1145/3132525.3132552,ASSETS,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,16,13,BVI,3,Specialists,0,0,0,0,0,0
61,Jason Chen Zhao and Richard C. Davis and Pin Sym Foong and Shengdong Zhao,CoFaçade A Customizable Assistive Approach for Elders and Their Helpers,"accessibility design, cofa-ade, silver computing",10.1145/2702123.2702588,CHI,2015,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,97,36,Older Adult NonDisabled,43,Caregivers,18,NonDisabled,0,0,0,0
62,"Jeffrey Bigham, Irene Lin, Saiph Savage","The Effects of ""Not Knowing What You Don't Know"" on Web Accessibility for Blind Web Users  ","accessibility, blind, screen reader, web",10.1145/3132525.3132533,ASSETS,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"The non-disabled participants were sighted turkers, so were already counted there",1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,60,30,Crowdworkers,30,BVI,0,0,0,0,0,0
63,Tobias Sonne and Jörg Müller and Paul Marshall and Carsten Obel and Kaj Grønbæk,Changing Family Practices with Assistive Technology MOBERO Improves Morning and Bedtime Routines for Children with ADHD,"ADHD, assistive technology, attention deficit hyperactivity disorder, behavior change, children, mental health, mobile, routines, sleep",10.1145/2858036.2858157,CHI,2016,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,13,13,Cognitive,unclear,Caregivers,0,0,0,0,0,0
64,"Rachel Franz, Leah Findlater, Barbara Barbosa Neves, Jacob Wobbrock",Gender and Help Seeking by Older Adults When Learning New Technologies  ,"gender, help seeking, older adults, technology use",10.1145/3308561.3353807,ASSETS,2019,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,36,36,Older Adult NonDisabled,0,0,0,0,0,0,0,0
65,"Alessandra Brandão, Hugo Nicolau, Shreya Tadas, Vicki Hanson",SlidePacer A Presentation Delivery Tool for Instructors of Deaf and Hard of Hearing Students,"deaf, interpreter, learning, lecture, multimedia, pace, presentation., visual sources",10.1145/2982142.2982177,ASSETS,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,60,30,DHH,30,NonDisabled,0,0,0,0,0,0
66,Catherine M. Baker and Lauren R. Milne and Richard E. Ladner,StructJumper A Tool to Help Blind Programmers Navigate and Understand the Structure of Code,"accessibility, blind programmers, code structure, navigation, screen reader",10.1145/2702123.2702589,CHI,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,7,7,BVI,0,0,0,0,0,0,0,0
67,"Pooja Viswanathan, James Little, Alan Mackworth, Alex Mihailidis",Navigation and obstacle avoidance help (NOAH) for older adults with cognitive impairment a pilot study,"cognitive impairment, collision avoidance, intelligent wheelchair, wayfinding assistance",10.1145/2049536.2049546,ASSETS,2011,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,6,6,Older Adult Disabled,0,0,0,0,0,0,0,0
68,"Burkay Sucu, Eelke Folmer",The blind driver challenge steering using haptic cues,"haptics, mobility, steering., visual impairment",10.1145/2661334.2661357,ASSETS,2014,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,18,12,NonDisabled,6,BVI,0,0,0,0,0,0
69,Benjamin M. Gorman and David R. Flatla,MirrorMirror A Mobile Application to Improve Speechreading Acquisition,"accessibility, hearing loss, lipreading, speechreading",10.1145/3173574.3173600,CHI,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,62,62,DHH,0,0,0,0,0,0,0,0
70,Shaun K. Kane and Jacob O. Wobbrock and Richard E. Ladner,Usable gestures for blind people understanding preference and performance,"accessibility, blind, gesture recognition, gestures, touch screens",10.1145/1978942.1979001,CHI,2011,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,20,10,BVI,10,NonDisabled,0,0,0,0,0,0
71,"Jonathan Lazar, Libby Kumin, Jinjuan Feng",Understanding the computer skills of adult expert users with down syndrome an exploratory study,"assistive technology, cognitive impairment, down syndrome, employment, human-computer interaction, workplace technology",10.1145/2049536.2049548,ASSETS,2011,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,10,10,IDD,0,0,0,0,0,0,0,0
72,"Brent Shiver, Rosalee Wolfe",Evaluating Alternatives for Better Deaf Accessibility to Selected Web-Based Multimedia  ,"automatic speech recognition, captioning, deaf, multimedia accessibility, speech-to-text, web accessibility",10.1145/2700648.2809857,ASSETS,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,115,115,DHH,0,0,0,0,0,0,0,0
73,Tobias Langlotz and Jonathan Sutton and Stefanie Zollmann and Yuta Itoh and Holger Regenbrecht,ChromaGlasses Computational Glasses for Compensating Colour Blindness,"augmented human, augmented reality, colour blindness, colour vision deficiency, computational glasses, head-mounted displays, near-eye displays, vision augmentation",10.1145/3173574.3173964,CHI,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,38,38,Other-CVD,0,0,0,0,0,0,0,0
74,Zuzanna Lechelt and Yvonne Rogers and Nicola Yuill and Lena Nagl and Grazia Ragone and Nicolai Marquardt,Inclusive Computing in Special Needs Classrooms Designing for All,"computational thinking, computer-supported learning, digital fluency, physical interfaces, special needs education",10.1145/3173574.3174091,CHI,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,14,11,Other-Disabled,3,Teachers,0,0,0,0,0,0
75,"Meredith Morris, Andrew Begel, Ben Wiedermann",Understanding the Challenges Faced by Neurodiverse Software Engineering Employees Towards a More Inclusive and Productive Technical Workforce,"attention deficit hyperactivity disorder, autism spectrum disorder, neurodiversity, software development",10.1145/2700648.2809841,ASSETS,2015,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,856,69,Other-Disabled,787,NonDisabled,0,0,0,0,0,0
76,Ana-Maria Salai and Lynne Baillie,A Wee Bit More Interaction Designing and Evaluating an Overactive Bladder App,"assistive technology, co-design, interviews, mobile health applications, overactive bladder, usability",10.1145/3290605.3300933,CHI,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,30,21,Motor/Physical,9,Specialists,0,0,0,0,0,0
77,"Pengfei Lu, Hernisa Kacorri",Effect of presenting video as a baseline during an american sign language animation user study  ,"accessibility technology for people who are deaf, american sign language, animation, baseline, user study",10.1145/2384916.2384949,ASSETS,2012,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ASL signers,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,18,18,Other-Signers,0,0,0,0,0,0,0,0
78,Xiaoyi Zhang and Harish Kulkarni and Meredith Ringel Morris,Smartphone-Based Gaze Gesture Communication for People with Motor Disabilities  ,"accessibility, amyotrophic lateral sclerosis (ALS), augmentative and alternative communication (AAC), eye gesture",10.1145/3025453.3025790,CHI,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,68,29,Motor/Physical,32,NonDisabled,7,Caregivers,0,0,0,0
79,Joyojeet Pal and Anandhi Viswanathan and Priyank Chandra and Anisha Nazareth and Vaishnav Kameswaran and Hariharan Subramonyam and Aditya Johri and Mark S. Ackerman and Sile O'Modhrain,Agency in Assistive Technology Adoption Visual Impairment and Smartphone Use in Bangalore,"India, accessibility, android, bangalore, iOS, mobile phones",10.1145/3025453.3025895,CHI,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,81,81,BVI,0,0,0,0,0,0,0,0
80,Hernisa Kacorri and Eshed Ohn-Bar and Kris M. Kitani and Chieko Asakawa,Environmental Factors in Indoor Navigation Based on Real-World Trajectories of Blind Users  ,"accessibility, blind, indoor navigation, trajectory, turn-by-turn navigation",10.1145/3173574.3173630,CHI,2018,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,9,9,BVI,0,0,0,0,0,0,0,0
81,"Kristine Holbø, Silje Bøthun, Yngve Dahl",Safe walking technology for people with dementia what do <i>they</i> want?,"assistive technology, dementia care, human values, participatory design",10.1145/2513383.2513434,ASSETS,2013,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,7,3,Cognitive,4,Caregivers,0,0,0,0,0,0
82,"Frank Li, David Dearman, Khai Truong",Leveraging proprioception to make mobile phones more accessible to users with visual impairments  ,"accessibility, mobile devices, proprioception, visual impairments",10.1145/1878803.1878837,ASSETS,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,2,BVI,0,0,0,0,0,0,0,0
83,Yun Huang and Yifeng Huang and Na Xue and Jeffrey P. Bigham,Leveraging Complementary Contributions of Different Workers for Efficient Crowdsourcing of Video Captions  ,"complementary contributions, crowdsourcing, video caption",10.1145/3025453.3026032,CHI,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,34,4,DHH,30,NonDisabled,0,0,0,0,0,0
84,"Michele Williams, Amy Hurst, Shaun Kane","""Pray before you step out"" describing personal and situational blind navigation behaviors","accessibility, assistive technology, navigation, persona, universal design, visually impaired",10.1145/2513383.2513449,ASSETS,2013,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,30,30,BVI,0,0,0,0,0,0,0,0
85,"Kyungjun Lee, Jonggi Hong, Simone Pimento, Ebrima Jarjue, Hernisa Kacorri",Revisiting Blind Photography in the Context of Teachable Object Recognizers  ,"hand, object recognition, sonification, visual impairments",10.1145/3308561.3353799,ASSETS,2019,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,9,9,BVI,0,0,0,0,0,0,0,0
86,"Michael Kipp, Quan Nguyen, Alexis Heloir, Silke Matthes",Assessing the deaf user perspective on sign language avatars  ,"accessibility technology for deaf people, german sign language, sign language synthesis",10.1145/2049536.2049557,ASSETS,2011,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,325,284,DHH,41,NonDisabled,0,0,0,0,0,0
87,Kathrin Gerling and Kieran Hicks and Michael Kalyn and Adam Evans and Conor Linehan,Designing Movement-based Play With Young People Using Powered Wheelchairs  ,"accessibility, games, participatory design",10.1145/2858036.2858070,CHI,2016,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,13,13,Motor/Physical,0,0,0,0,0,0,0,0
88,Sean G. Gustafson and Bernhard Rabe and Patrick M. Baudisch,Understanding palm-based imaginary interfaces the role of visual and tactile cues when browsing,"imaginary interfaces, mobile, non-visual, tactile feedback, visual feedback, wearable",10.1145/2470654.2466114,CHI,2013,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,37,36,NonDisabled,1,BVI,0,0,0,0,0,0
89,Roisin McNaney and Stephen Lindsay and Karim Ladha and Cassim Ladha and Guy Schofield and Thomas Ploetz and Nils Hammerla and Daniel Jackson and Richard Walker and Nick Miller and Patrick Olivier,Cueing for drooling in Parkinson's disease  ,"Parkinson's disease, drooling, participatory design, swallowing",10.1145/1978942.1979030,CHI,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,12,8,Motor/Physical,4,Caregivers,0,0,0,0,0,0
90,Dhruv Jain,Path-guided indoor navigation for the visually impaired using minimal building retrofitting  ,"indoor navigation, visual impairment",10.1145/2661334.2661359,ASSETS,2014,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,15,15,BVI,0,0,0,0,0,0,0,0
91,"Galina Madjaroff, Helena Mentis",Narratives of Older Adults with Mild Cognitive Impairment and Their Caregivers  ,"cognitive impairment, dementia, home-based technology",10.1145/3132525.3132554,ASSETS,2017,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,10,5,Caregivers,5,Older Adult Disabled,0,0,0,0,0,0
92,Kathrin Gerling and Ian Livingston and Lennart Nacke and Regan Mandryk,Full-body motion-based game interaction for older adults  ,"design, entertainment, games, older adults",10.1145/2207676.2208324,CHI,2012,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,27,27,Older Adult NonDisabled,0,0,0,0,0,0,0,0
93,Cynthia L. Bennett and Daniela K. Rosner,"The Promise of Empathy Design, Disability, and Knowing the ""Other""","design methods, disability, empathy",10.1145/3290605.3300528,CHI,2019,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
94,"Anne Piper, Nadir Weibel, James Hollan",Introducing multimodal paper-digital interfaces for speech-language therapy  ,"communication, multimodal interaction, older adults, pen-based computing, speech-language therapy",10.1145/1878803.1878840,ASSETS,2010,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,32,30,Therapists,2,Older Adult Disabled,0,0,0,0,0,0
95,"Kyle Rector, Rachel Bartlett, Sean Mullan",Exploring Aural and Haptic Feedback for Visually Impaired People on a Track A Wizard of Oz Study,"accessibility, audio feedback, eyes-free, outdoor exercise, vibration feedback, visual impairments",10.1145/3234695.3236345,ASSETS,2018,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,14,14,BVI,0,0,0,0,0,0,0,0
